RowNumber,Country,Region - Broad,Region - Specific,Data_Protection_Law,Data_Protection_Law_Source,DPA_Independence,DPA_Independence_Source,Children_Data_Safeguards,Children_Data_Safeguards_Source,COP_Strategy,COP_Strategy_Source,SOGI_Sensitive_Data,SOGI_Sensitive_Data_Source,LGBTQ_Legal_Status,LGBTQ_Legal_Status_Source,Promotion_Propaganda_Offences,Promotion_Propaganda_Offences_Source,AI_Policy_Status,AI_Policy_Status_Source,DPIA_Required_High_Risk_AI,DPIA_Required_High_Risk_AI_Source,SIM_Biometric_ID_Linkage,SIM_Biometric_ID_Linkage_Source,DP,DI,CD,CS,SD,LS,PO,AI,HR,ID,protection_index,Risk_index,region_norm,RowNumber.1,OLD_MAX,OLD_MIN,OLD_MAX - OLD_MIN,NEW_MAX,NEW_MIN,NEW_MAX-NEW_MIN
133,Panama,Americas,SICA,In force — Law 81 (2019),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak — regulator under Ministry,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/panama/,Partial,https://www.unicef.org/panama/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Legal — decriminalised 2008, no marriage",https://www.humandignitytrust.org/country-profile/panama/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Draft/Early — Digital Agenda Panama 4.0,https://en.unesco.org/artificial-intelligence/observatory/policies?country=PA; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — SIM tied to ID,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,133,,,,,,
33,Canada,Americas,USMCA,"Canada regulates federal public bodies under the Privacy Act (R.S.C., 1985, c. P-21) and private-sector organizations under the Personal Information Protection and Electronic Documents Act (PIPEDA) (S.C. 2000, c. 5). Three provinces have “substantially similar” private-sector laws—Québec’s Act respecting the protection of personal information in the private sector (modernized by 2021, c. 25 (“Law 25”)), Alberta’s Personal Information Protection Act, and British Columbia’s Personal Information Protection Act—which generally apply to provincially regulated activities in place of PIPEDA; PIPEDA still governs cross-border and federally regulated activities.",https://laws-lois.justice.gc.ca/eng/acts/p-21/ https://laws-lois.justice.gc.ca/eng/acts/p-8.6/ https://www.legisquebec.gouv.qc.ca/en/showdoc/cs/P-39.1 https://www.publicationsduquebec.gouv.qc.ca/fileadmin/Fichiers_client/lois_et_reglements/LoisAnnuelles/en/2021/2021C25A.PDF https://www.qp.alberta.ca/documents/Acts/P06P5.pdf https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03063_01,The Office of the Privacy Commissioner of Canada is an independent Agent of Parliament that oversees compliance with the Privacy Act and PIPEDA and reports directly to Parliament rather than to a minister.,https://www.priv.gc.ca/en/about-the-opc/who-we-are/ https://www.priv.gc.ca/en/about-the-opc/what-we-do/,"Under PIPEDA, organizations must obtain “meaningful consent,” and OPC guidance stresses heightened protections for children; consent practices must match a child’s maturity and, for young children who cannot meaningfully consent, be obtained from a parent/guardian. Québec’s Law 25 further strengthens safeguards for minors, including privacy-by-default and a requirement that the holder of parental authority consent to the collection of personal information about a child under 14, subject to the child’s best interests.",https://www.priv.gc.ca/en/privacy-topics/collecting-personal-information/consent/gl_omc_201805/ https://www.publicationsduquebec.gouv.qc.ca/fileadmin/Fichiers_client/lois_et_reglements/LoisAnnuelles/en/2021/2021C25A.PDF,"Canada maintains a National Strategy for the Protection of Children from Sexual Exploitation on the Internet led by Public Safety Canada, supporting the RCMP’s National Child Exploitation Crime Centre and the Canadian Centre for Child Protection.",https://www.publicsafety.gc.ca/cnt/rsrcs/pblctns/ntnl-strtgy-prtctn-chldrn-sexplttn/index-en.aspx https://www.rcmp-grc.gc.ca/en/national-child-exploitation-crime-centre,"OPC interpretation treats information about sexual orientation and an individual’s sex life as generally “sensitive,” typically requiring stronger safeguards and a higher threshold for collection and use under PIPEDA.",https://www.priv.gc.ca/en/privacy-topics/privacy-laws-in-canada/the-personal-information-protection-and-electronic-documents-act-pipeda/pipeda-compliance-help/pipeda-interpretation-bulletins/interpretations_10_sensible/,"Same-sex marriage has been legal nationwide since the Civil Marriage Act (S.C. 2005, c. 33). The Canadian Human Rights Act prohibits discrimination based on sexual orientation and, since 2017 (Bill C-16), expressly includes gender identity or expression. The Criminal Code’s hate-propaganda framework applies to “identifiable groups,” including sexual orientation and gender identity/expression.",https://laws-lois.justice.gc.ca/eng/acts/c-31.5/ https://laws-lois.justice.gc.ca/eng/acts/h-6/ https://www.parl.ca/DocumentViewer/en/42-1/bill/C-16/royal-assent https://laws-lois.justice.gc.ca/eng/acts/C-46/section-318.html,"Canada does not criminalize the “promotion” of LGBTQ identities; instead, the Criminal Code prohibits advocating genocide (s.318) and the public incitement or wilful promotion of hatred against an identifiable group (s.319). “Conversion therapy” is expressly criminalized by 2021, c. 24 (in force Jan. 7, 2022).",https://laws-lois.justice.gc.ca/eng/acts/C-46/section-318.html https://laws-lois.justice.gc.ca/eng/acts/C-46/section-319.html https://laws.justice.gc.ca/eng/AnnualStatutes/2021_24/FullText.html,"There is no stand-alone federal AI statute in force; federal departments are bound by the Treasury Board’s Directive on Automated Decision-Making (2019), which requires Algorithmic Impact Assessments, tiered safeguards, transparency and human oversight. The Pan-Canadian Artificial Intelligence Strategy (2017; renewed 2022) is a national funding program supporting AI research and talent (not a regulatory law).",https://www.tbs-sct.canada.ca/pol/doc-eng.aspx?id=32592 https://www.canada.ca/en/government/system/digital-government/digital-government-innovations/responsible-use-ai/algorithmic-impact-assessment.html https://www.cifar.ca/ai/pan-canadian-artificial-intelligence-strategy,"Federal institutions must conduct Privacy Impact Assessments for programs/activities that involve personal information under the Treasury Board Directive; Québec’s Law 25 requires privacy impact assessments for projects involving systems or services that process personal information, capturing many higher-risk automated/AI deployments in that province.",https://www.tbs-sct.canada.ca/pol/doc-eng.aspx?id=18308 https://www.priv.gc.ca/en/privacy-topics/privacy-impact-assessments/ https://www.publicationsduquebec.gouv.qc.ca/fileadmin/Fichiers_client/lois_et_reglements/LoisAnnuelles/en/2021/2021C25A.PDF,"No federal statute mandates SIM registration linked to a national ID or to biometrics. Wireless services are governed by the Telecommunications Act and the CRTC’s Wireless Code; carriers may verify identity for service/credit purposes, but there is no requirement to register SIMs with biometric data, and any biometric collection would be subject to PIPEDA’s consent and necessity limits.",https://laws-lois.justice.gc.ca/eng/acts/t-3.4/ https://crtc.gc.ca/eng/phone/mobile/codesimpl.htm https://laws-lois.justice.gc.ca/eng/acts/p-8.6/,,,,,,,,,,,,,,33,,,,,,
112,Mexico,Americas,USMCA,"In force (Federal Law on Protection of Personal Data Held by Private Parties, 2010)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Strong/Independent (INAI),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/mexico/,Partial,https://www.unicef.org/mexico/,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage (nationwide since 2022),https://www.humandignitytrust.org/country-profile/mexico/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Draft/Early (AI policy proposals 2018; no strategy adopted),https://en.unesco.org/artificial-intelligence/observatory/policies?country=MX; https://www.unesco.org/ethics-ai/en/global-hub,Partial (PIAs encouraged; not mandatory),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (registry created 2021; later repealed),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,112,,,,,,
187,United States of America,Americas,USMCA,No comprehensive law,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — COPPA,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/united-states-of-america/,Yes,https://www.unicef.org/united-states-of-america/,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Equality/Marriage,https://www.humandignitytrust.org/country-profile/united-states-of-america/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted — US AI Strategy 2023,https://en.unesco.org/artificial-intelligence/observatory/policies?country=US; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,187,,,,,,
82,Iraq,Asia,Arab League,Draft (no comprehensive law),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/iraq/,No,https://www.unicef.org/iraq/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (morality laws applied),https://www.humandignitytrust.org/country-profile/iraq/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=IQ; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (biometric SIM registration mandatory),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,82,,,,,,
88,Jordan,Asia,Arab League,Draft (bill pending),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,None (regulator not operational),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No (general child protections only),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/jordan/,No,https://www.unicef.org/jordan/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (no criminalisation; no marriage equality),https://www.humandignitytrust.org/country-profile/jordan/; https://ilga.org/ilga-world-maps/,Proposed/Unclear (morality restrictions in practice),https://ilga.org/ilga-world-maps/,Draft/Early (AI initiatives via Digital Economy Ministry; no formal strategy),https://en.unesco.org/artificial-intelligence/observatory/policies?country=JO; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (SIM registration tied to national ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,88,,,,,,
96,Lebanon,Asia,Arab League,In force (E-Transactions and Data Protection Law No. 81/2018),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (regulator under Ministry of Economy and Trade),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/lebanon/,No,https://www.unicef.org/lebanon/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (Penal Code Article 534),https://www.humandignitytrust.org/country-profile/lebanon/; https://ilga.org/ilga-world-maps/,Yes (morality/public decency laws),https://ilga.org/ilga-world-maps/,Draft/Early (AI innovation under Digital Transformation Strategy),https://en.unesco.org/artificial-intelligence/observatory/policies?country=LB; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (SIM tied to ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,96,,,,,,
166,State of Palestine,Asia,Arab League,"Draft — discussions ongoing, no enacted law",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/state-of-palestine/,No,https://www.unicef.org/state-of-palestine/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised — Penal Code provisions enforced in Gaza; ambiguous in West Bank,https://www.humandignitytrust.org/country-profile/state-of-palestine/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — SIMs linked to ID,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,166,,,,,,
171,Syrian Arab Republic,Asia,Arab League,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/syrian-arab-republic/,No,https://www.unicef.org/syrian-arab-republic/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised,https://www.humandignitytrust.org/country-profile/syrian-arab-republic/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=SY; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,171,,,,,,
193,Yemen,Asia,Arab League,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/yemen/,No,https://www.unicef.org/yemen/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised,https://www.humandignitytrust.org/country-profile/yemen/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=YE; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,193,,,,,,
26,Brunei Darussalam,Asia,ASEAN,Draft (no comprehensive DP law; sectoral provisions only),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (no independent DPA),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (Child Online Protection Framework 2014; ICTD programs),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/brunei-darussalam/,Partial (COP framework with ITU/ASEAN),https://www.unicef.org/brunei-darussalam/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (Sharia Penal Code criminalises same-sex conduct),https://www.humandignitytrust.org/country-profile/brunei-darussalam/; https://ilga.org/ilga-world-maps/,Yes (bans on LGBT promotion under morality laws),https://ilga.org/ilga-world-maps/,None (no AI strategy identified),https://en.unesco.org/artificial-intelligence/observatory/policies?country=BN; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (mandatory biometric SIM registration required),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,26,,,,,,
31,Cambodia,Asia,ASEAN,Draft (Personal Data Protection Law under development),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (no independent DPA established yet),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (Child Protection laws; no dedicated COP strategy),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/cambodia/,Partial (cooperation with ITU/UNICEF on COP initiatives),https://www.unicef.org/cambodia/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (same-sex sexual acts legal; no recognition of marriage),https://www.humandignitytrust.org/country-profile/cambodia/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Draft/Early (AI referenced in Digital Government Policy 2022–2035; no dedicated AI strategy),https://en.unesco.org/artificial-intelligence/observatory/policies?country=KH; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (biometric SIM registration required),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,31,,,,,,
80,Indonesia,Asia,ASEAN,"In force (Personal Data Protection Law, 2022)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (regulator under Ministry of Communication),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (general child rights; no COP-specific regime),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/indonesia/,Partial (national ICT & child online campaigns),https://www.unicef.org/indonesia/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (discriminatory laws; no recognition),https://www.humandignitytrust.org/country-profile/indonesia/; https://ilga.org/ilga-world-maps/,Yes (morality/decency laws),https://ilga.org/ilga-world-maps/,Adopted (National AI Strategy 2020–2045),https://en.unesco.org/artificial-intelligence/observatory/policies?country=ID; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (mandatory SIM registration with ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,80,,,,,,
94,Lao People's Democratic Republic,Asia,ASEAN,"In force (Law on Electronic Data Protection, 2017)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (regulator under Ministry of Posts/Telecoms),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/lao-peoples-democratic-republic/,No,https://www.unicef.org/lao-peoples-democratic-republic/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (no criminalisation; no partnerships),https://www.humandignitytrust.org/country-profile/lao-peoples-democratic-republic/; https://ilga.org/ilga-world-maps/,Yes (morality/public order laws),https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=LA; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (SIM registration tied to national ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,94,,,,,,
105,Malaysia,Asia,ASEAN,"In force (Personal Data Protection Act, 2010)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (commissioner under Ministry of Communications),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (no COP-specific law; consumer protections exist),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/malaysia/,Partial (awareness programs; no framework),https://www.unicef.org/malaysia/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (Penal Code Sections 377A/B),https://www.humandignitytrust.org/country-profile/malaysia/; https://ilga.org/ilga-world-maps/,Yes (censorship against LGBTQ content),https://ilga.org/ilga-world-maps/,Adopted (National AI Roadmap 2021–2025),https://en.unesco.org/artificial-intelligence/observatory/policies?country=MY; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (SIM tied to ID; biometric capture common),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,105,,,,,,
119,Myanmar,Asia,ASEAN,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/myanmar/,No,https://www.unicef.org/myanmar/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Criminalised (Penal Code Section 377),https://www.humandignitytrust.org/country-profile/myanmar/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=MM; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (SIM registration tied to biometric ID),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,119,,,,,,
137,Philippines,Asia,ASEAN,In force — Data Privacy Act (2012),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate — National Privacy Commission,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/philippines/,Partial,https://www.unicef.org/philippines/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — no recognition,https://www.humandignitytrust.org/country-profile/philippines/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Draft/Early — AI Roadmap 2021,https://en.unesco.org/artificial-intelligence/observatory/policies?country=PH; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — SIM Registration Act 2022,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,137,,,,,,
157,Singapore,Asia,ASEAN,"In force — Personal Data Protection Act (PDPA, 2012)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate — PDPC within IMDA,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/singapore/,Yes — cyber wellness programs,https://www.unicef.org/singapore/,No explicit recognition,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Legal — Section 377A repealed in 2022, no marriage",https://www.humandignitytrust.org/country-profile/singapore/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted — National AI Strategy (2019),https://en.unesco.org/artificial-intelligence/observatory/policies?country=SG; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — SIM tied to NRIC/ID,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,157,,,,,,
174,Thailand,Asia,ASEAN,In force — PDPA (2022),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Moderate — regulator under Ministry,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/thailand/,Partial,https://www.unicef.org/thailand/,Partial — gender identity protections debated,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — Civil Partnership Bill pending,https://www.humandignitytrust.org/country-profile/thailand/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,Adopted — Thailand National AI Strategy 2022,https://en.unesco.org/artificial-intelligence/observatory/policies?country=TH; https://www.unesco.org/ethics-ai/en/global-hub,Yes,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — SIM linked to ID,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,174,,,,,,
175,Timor-Leste,Asia,ASEAN,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,No,https://www.unicef.org/timor-leste/,No,https://www.unicef.org/timor-leste/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal — no criminalisation,https://www.humandignitytrust.org/country-profile/timor-leste/; https://ilga.org/ilga-world-maps/,No,https://ilga.org/ilga-world-maps/,,https://en.unesco.org/artificial-intelligence/observatory/policies?country=TL; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes — SIM ID-linked,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,175,,,,,,
192,Viet Nam,Asia,ASEAN,In force — Decree No. 13/2023,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/viet-nam/,Partial,https://www.unicef.org/viet-nam/,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal,https://www.humandignitytrust.org/country-profile/viet-nam/; https://ilga.org/ilga-world-maps/,Yes,https://ilga.org/ilga-world-maps/,Adopted — Vietnam AI Strategy 2021–2030,https://en.unesco.org/artificial-intelligence/observatory/policies?country=VN; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes,https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/,,,,,,,,,,,,,,192,,,,,,
9,Armenia,Asia,CIS,In force (Law on Personal Data Protection 2015),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (Commissioner under Ministry of Justice),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Partial (general child protection; no explicit COP),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/armenia/,No,https://www.unicef.org/armenia/,No (sexual orientation not in sensitive categories),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (no criminalisation; no recognition),https://www.humandignitytrust.org/country-profile/armenia/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,Draft/Early (AI strategy development ongoing 2022–2024),https://en.unesco.org/artificial-intelligence/observatory/policies?country=AM; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"No (passport/ID for SIM, no biometrics)",https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,9,,,,,,
12,Azerbaijan,Asia,CIS,In force (Law on Personal Data 2010; amendments 2021),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Weak (supervision under executive ministry),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,"Partial (general child rights code, no COP strategy)",https://unctad.org/page/data-protection-and-privacy-legislation-worldwide; https://www.unicef.org/azerbaijan/,No,https://www.unicef.org/azerbaijan/,No (orientation not in sensitive categories),https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Legal (no criminalisation; no recognition),https://www.humandignitytrust.org/country-profile/azerbaijan/; https://ilga.org/ilga-world-maps/,No/Annulled,https://ilga.org/ilga-world-maps/,"Draft/Early (AI strategy under preparation, ICT strategy 2021 references AI)",https://en.unesco.org/artificial-intelligence/observatory/policies?country=AZ; https://www.unesco.org/ethics-ai/en/global-hub,No,https://unctad.org/page/data-protection-and-privacy-legislation-worldwide,Yes (mandatory SIM registration with ID and biometric linkage in practice),https://www.gsma.com/solutions-and-impact/connectivity-for-good/public-policy/mobile-policy-handbook/consumer-protection/mandatory-registration-of-prepaid-sims/; https://privacyinternational.org/learn/sim-card-registration,,,,,,,,,,,,,,12,,,,,,
